timestamp,src_ip,src_port,dst_ip,dst_port,txid,input_addresses,output_addresses,input_amounts,output_amounts,geo_country,asn,fee,script_type
2026-02-01T04:58:04Z,46.161.74.42,6477,191.10.129.61,8333,2ccda6469901e9995fb00bb05ed7b6020c3102b6450e2f8b46e02289b0fe668d,"[""3542429f7b1e447619fd63edf7e"", ""355e62060839d4b0cbab21d3d67""]","[""16dc934aa3f9045818e6075b31c""]","[2.89742803, 1.49455849]",[4.39172953],GB,AS30937,0.00025699,P2WSH
2026-02-01T05:21:33Z,2.47.232.166,16926,171.241.81.156,8333,d2fd612c07d68e124b88665d0bf24b02fd2c52d1930104eaadc50bd07a9a2aea,"[""1989c791a84804e1fb29ea812a8""]","[""30d741901af8d450d82fcb39d85"", ""1fbbc41762cfc4251b1ef7eeef4""]",[2.91734315],"[1.7342282, 1.18290284]",US,AS38907,0.00021211,P2PKH
2026-02-01T05:41:51Z,118.250.184.236,26002,163.2.227.151,8333,cde355251ff60de687de19479e99a08c8701b0d198429e10669117e0d375a11c,"[""bc1q7f735bae2f844015a0a4e1d32f""]","[""bc1qb89b6f7f46ba40978bdd4f4eae""]",[2.82090345],[2.82088148],IN,AS42932,2.197e-05,P2PKH
2026-02-01T05:52:07Z,120.90.166.133,49496,160.210.240.76,8333,05d3e3d5968a3f57f6ca334a6c2b9b6ce0eeb2eadf9df16acb4843821700c773,"[""1fdefe3591a7a466586ff8289f2""]","[""bc1q5938278499c141488156d15386""]",[1.31689751],[1.31662555],SG,AS39468,0.00027196,P2SH
2026-02-01T06:00:31Z,1.231.42.157,40447,86.202.106.158,8333,2fc1336e3ff51afe7c5cb303974a056699825dc32013234ecbf5d3e165bbed96,"[""116145bc6268441d697c972b1f6"", ""1eececbbb3d87417b910c7c8343""]","[""bc1qab35464e18874e03b6ba18a26f"", ""111870c0d9ff14ffeb7c4ce017f""]","[0.67532126, 2.07731418]","[1.70661251, 1.04582093]",SG,AS47523,0.000202,P2WSH
2026-02-01T06:07:50Z,144.110.56.159,56580,111.64.227.253,8333,4f06d8ca77ac548050018d5c0f2b474d88783ec000dc8297e72053b8fee9f7d6,"[""13cfcda60910d407095a356a5c2""]","[""bc1qc1e16b2698e748ef81272b4c73""]",[0.90677185],[0.90632824],BR,AS59219,0.00044361,P2WSH
2026-02-01T06:26:46Z,103.221.103.76,19739,206.179.179.193,8333,1b4f7ff7cd985bc58963624cf0a80b5ced94b2934b1bb36a591c3146478406c0,"[""17fe99091bc2e4d7fadb5d75ae7"", ""10dc694f3184c43cfb7e78be189""]","[""3248cb006abf0410abd723d6bf4""]","[2.50941776, 0.67826284]",[3.18726281],GB,AS42171,0.00041779,P2SH
2026-02-01T06:40:08Z,186.174.45.143,8035,61.110.89.126,8333,16c51e04d18b41db8a1b718cbd60aa0a227d11e5fd13b4e762c4d82808f2a94e,"[""bc1qf80202c3c9bf474380b9113cb2""]","[""bc1qaf0bcd66ada647c385455b94d5"", ""bc1q5938278499c141488156d15386""]",[2.56256809],"[1.34172701, 1.22035888]",DE,AS42131,0.0004822,P2WSH
2026-02-01T06:55:46Z,7.243.167.175,42699,133.50.213.61,8333,6d6af3d126f9297384759a43aa527363c9efd4dba3a01a528f0740cd9ade22a8,"[""bc1q452cd1a269c446b0b0e42e3801""]","[""bc1qd8df2956b5194f2bb529417f75"", ""1034aa573f3c44f7a9b11b96b91""]",[2.94552938],"[1.35201384, 1.59343655]",DE,AS60664,7.899e-05,P2WPKH
2026-02-01T07:00:38Z,186.174.45.143,58314,205.248.174.153,8333,3a6341a982e11972827681bd57c3e7a10c456d0fad80b61f33693330ca586f30,"[""bc1q63a590306d904c86aa3ef4caea""]","[""bc1qb89b6f7f46ba40978bdd4f4eae""]",[1.88239165],[1.88232292],DE,AS42131,6.873e-05,P2PKH
2026-02-01T07:19:28Z,47.217.245.241,50411,34.46.10.176,8333,49fd9b6c10091919eea81769ea99be3668caf19c968fd98027a7142bfd73ef2e,"[""19b6eff9b70394cfb92e6b3ca68""]","[""bc1qdb86448bc6794c7aa9fcfe76e8""]",[2.85155724],[2.8510069],DE,AS24633,0.00055034,P2WSH
2026-02-01T07:21:54Z,118.250.184.236,29083,164.35.130.183,8333,2e7fc5ad9cb54f3194439b9ec6f26d2178c97b843388d74106a8474c9b20209f,"[""173e2df1d9cf447b9b5c6db5be3""]","[""bc1qdb86448bc6794c7aa9fcfe76e8""]",[1.05529024],[1.0552221],IN,AS42932,6.814e-05,P2WSH
2026-02-01T07:26:38Z,1.231.42.157,24937,193.38.210.225,8333,5a3780fcdd286ec88ca64d0bcc0ac6fee8ea39a95ca3dbabdf6a9df2e186bfe1,"[""116145bc6268441d697c972b1f6""]","[""17c789a1df8c441a1b12c9a8838""]",[0.77512252],[0.77463962],SG,AS47523,0.0004829,P2WPKH
2026-02-01T07:45:17Z,75.182.29.189,35583,118.148.211.190,8333,9c78c09d14d8a5ed6867d89a8fbd6f7843aeb93d8e9e062e4ff2da7954a46785,"[""30b629334a72241629c2217c945""]","[""1341b832e78814b53ae8285b494"", ""3ba0ca2a6352c4cf4ae315fa2d8""]",[1.57173157],"[0.63048666, 0.94092364]",NG,AS38907,0.00032127,P2SH
2026-02-01T07:47:15Z,22.153.190.140,40402,153.172.162.187,8333,68a7f24641b621ebe813bde990ce6004292e0e92c712882d6eae7179b88c98dc,"[""13b352b78d4b645ebae595f66ab""]","[""15e806668052b482ebf39bec3ef""]",[0.33185692],[0.33148914],BR,AS60339,0.00036778,P2WPKH
2026-02-01T08:02:03Z,167.135.174.163,39320,84.193.183.4,8333,ad47776aec722875ef5371af340d750de8205815f5b304fdf94d3b6ccf74e0e0,"[""bc1qa5ac8dc8844c4d21be2acdfd47"", ""119705a2aa0a64bcfadd56c0e85""]","[""bc1qaf0bcd66ada647c385455b94d5""]","[0.32040686, 1.1185139]",[1.43842478],NG,AS54903,0.00049598,P2WSH
2026-02-01T08:25:21Z,10.64.181.153,8636,198.169.221.67,8333,dcd697380086a89b60b8268a940e016bdf36fb069cb8544bdb6691bd17f5bb0a,"[""bc1qa2692bf2db644b0ca4964c7f83""]","[""1034aa573f3c44f7a9b11b96b91""]",[1.39846544],[1.39809956],RU,AS60664,0.00036588,P2WPKH
2026-02-01T08:38:20Z,184.143.109.146,7782,174.27.148.33,8333,64a8dd4e2739f0d73d1577288905e051953252d68619e064539a2dea80f2d876,"[""13cfcda60910d407095a356a5c2""]","[""17fe99091bc2e4d7fadb5d75ae7""]",[0.68740682],[0.68736748],BR,AS59219,3.934e-05,P2WSH
2026-02-01T09:02:21Z,120.90.166.133,27825,95.225.97.239,8333,64bcfb95544a455c595022f5f1e5786e95e0e9b86d810b261c20cafd9df948d0,"[""1fdefe3591a7a466586ff8289f2""]","[""116145bc6268441d697c972b1f6"", ""3cbccfcb25f2f4d6aac906d7e4b""]",[0.11134413],"[0.07037493, 0.04069912]",SG,AS39468,0.00027008,P2WSH
2026-02-01T09:21:47Z,200.233.19.237,29931,163.75.0.74,8333,71b3ff422d62a05b995f4b1ab53900357a2a1a5ae0214b2be8508652517f78f7,"[""10619f84c79c14a918828831c5a""]","[""bc1qa5ac8dc8844c4d21be2acdfd47""]",[0.14742422],[0.14714672],US,AS15290,0.0002775,P2SH
2026-02-01T09:28:35Z,41.210.78.125,3058,27.98.238.99,8333,f44fa029c7562675e88eb21e479be56e855d01c8a26a1a00975d37dc433fc250,"[""bc1q7163a9f1c538405088ff9d8f30""]","[""1cf165427595543eba88cfaaaa4""]",[1.86465298],[1.8645217],NL,AS17806,0.00013128,P2WPKH
2026-02-01T09:37:40Z,167.135.174.163,36351,144.56.37.177,8333,4e281761fd53b0d82e75161ddcead6136e3de051a8c6786411bf89c26d33f708,"[""119705a2aa0a64bcfadd56c0e85""]","[""3c78e9707e67942ac9e4940e70d""]",[1.65782531],[1.6577006],NG,AS54903,0.00012471,P2WSH
2026-02-01T09:50:56Z,206.195.108.40,24823,49.96.91.241,8333,2e0b5967f5c781f8c5348788b65d1779f0966ed8116fca8c59c8f86f868cda89,"[""1402fdd39be074a08bb9daec100""]","[""3dd384b13f79e43c7a4a734a7f5""]",[1.65733155],[1.65691851],DE,AS63527,0.00041304,P2WSH
2026-02-01T09:53:54Z,52.133.248.120,10975,69.232.201.228,8333,ffcbe4c3f17bba4560189be54b721d9a93f3ef20639e1b6aeda7b078881d4564,"[""173e2df1d9cf447b9b5c6db5be3"", ""bc1q7f735bae2f844015a0a4e1d32f""]","[""356dcb4c5171f46c7b07cad90d9"", ""1e1aefb3ea2654d1780ccabcd62""]","[2.54266214, 0.67976879]","[1.78531407, 1.43694399]",IN,AS42932,0.00017287,P2SH
2026-02-01T10:17:52Z,32.48.179.81,61708,18.149.222.24,8333,7397c83465599ed7118ff31fc51bd2a9da4cbec1f979dee5628e77cb31dbe918,"[""1fa628159c643488f91403be6a0""]","[""bc1q7f735bae2f844015a0a4e1d32f""]",[0.94931049],[0.94912429],US,AS15290,0.0001862,P2SH
2026-02-01T10:27:23Z,111.169.165.233,45785,86.112.21.92,8333,b033ef9b5ffba7258300b1eee8b165327ced95d1e82d82a1743ea3f1fe4a155f,"[""1e1aefb3ea2654d1780ccabcd62""]","[""131b8de30383d499d9b2a40bb93""]",[1.87867813],[1.87848028],NG,AS10752,0.00019785,P2WSH
2026-02-01T10:40:14Z,41.210.78.125,36236,221.41.10.111,8333,43545dfbec8555eb431a9c0bc2b0a39935c7290f84b995a398bb125b7426a295,"[""bc1q7163a9f1c538405088ff9d8f30""]","[""3880e3c479b414c24bb9589c529"", ""3fe8e4de760584b4e829e20b191""]",[1.6253483],"[0.89969396, 0.72549448]",NL,AS17806,0.00015986,P2PKH
2026-02-01T10:52:21Z,133.12.114.197,8746,63.216.115.166,8333,f809d7096e17a0f323cae4fa56fed1e13632f3075851d51da580a7fe5235dcb3,"[""30c84035b0f2b4408b5e0b66766""]","[""bc1qb54be22508be4753bf1472364d""]",[0.36174706],[0.36119698],GB,AS26483,0.00055008,P2WPKH
2026-02-01T11:13:29Z,42.95.199.70,46976,155.154.91.79,8333,c0c2525f05006817a568b1947f252ac7d767f4173ceddb234740984dba0e17d9,"[""1311ffc7888b340c5bb285c9d0e""]","[""bc1q05a8706ad9ba43e9aaca2256d8"", ""1e921166b3f444b4697a4ec8e62""]",[1.05400534],"[0.65442878, 0.39933424]",IN,AS28824,0.00024232,P2WPKH
2026-02-01T11:32:16Z,41.210.78.125,18180,198.162.122.188,8333,3f0845ad9a94c8fdea8af1a9d3328d68cfbd1dbf029306c3109aea13441fd164,"[""3598c6433a73e4634a506c7f3a2""]","[""131b8de30383d499d9b2a40bb93"", ""1ad44086d68634566899e889126""]",[1.12833869],"[0.43551097, 0.69260059]",NL,AS17806,0.00022713,P2PKH
2026-02-01T11:52:42Z,166.24.231.223,56184,117.21.140.219,8333,5bbe466e35f36b0862f042419bde6809561e004a84d9b85fe47cc89e3918ccca,"[""bc1qfe2b2680ea744a0780d0e972fc"", ""131b8de30383d499d9b2a40bb93""]","[""1c6ad6d2580854f349bd0ee24f8""]","[0.66261591, 2.32144964]",[2.98350651],NG,AS47523,0.00055904,P2PKH
2026-02-01T12:17:02Z,133.12.114.197,7021,31.143.61.181,8333,d3c2ddec54a7d3462ca978f0db8fefedc99de5a144bf918a12ea6b33b31083a7,"[""bc1q867f652a4c5046d0bd0074f71c""]","[""bc1q7f735bae2f844015a0a4e1d32f""]",[2.66645051],[2.66613897],GB,AS26483,0.00031154,P2SH
2026-02-01T12:23:38Z,2.47.232.166,51894,124.142.235.252,8333,a7b3ed532ea2847c0bf2c90d4dffe2094288e382d881a932e9fa75c7ad46654b,"[""3679475630e6e4015972d25c55d""]","[""31528ca19140044a49327377956"", ""3ba0ca2a6352c4cf4ae315fa2d8""]",[2.02051309],"[0.8351149, 1.18538021]",US,AS38907,1.798e-05,P2SH
2026-02-01T12:37:26Z,44.54.30.195,49431,144.0.35.15,8333,631208f844842c43ea8f950015923e8fe1875398952fbfeb762a379865ebae22,"[""bc1qf178e1ec7a8d4fd4bfba2e9a23""]","[""bc1q91d4186daaf74d9997f3ac816f""]",[2.88958821],[2.88921351],NL,AS48438,0.0003747,P2PKH
2026-02-01T13:02:29Z,31.191.128.100,50315,206.79.252.52,8333,4677bb898919796ffa0a81bb2652464454eba16bd7c3dfd116b2b2dec651fa9f,"[""14acf7a4c1db84e1585873060ac"", ""3d8519c4de2a841d888b8328506""]","[""355e62060839d4b0cbab21d3d67""]","[2.30830965, 1.78047312]",[4.08870892],NG,AS38907,7.385e-05,P2PKH
2026-02-01T13:18:13Z,107.196.193.62,59770,108.204.39.230,8333,2afa714edb187d470b290a2847456bacda808d76a57a2a8ec106eb412c7d5973,"[""bc1qd8df2956b5194f2bb529417f75""]","[""bc1q867f652a4c5046d0bd0074f71c""]",[1.57624424],[1.57593715],SG,AS50729,0.00030709,P2WPKH
2026-02-01T13:26:15Z,167.135.174.163,56704,79.2.105.1,8333,9f241a23aa44f18180a86d52964c58d329da50ae4212c3aef57844833b611415,"[""19d5f7825b1a249eea940eb37ee""]","[""39da1971da5774cc392af7f60b4""]",[0.55810809],[0.55795335],NG,AS54903,0.00015474,P2WPKH
2026-02-01T13:38:26Z,7.243.167.175,60929,12.41.70.108,8333,b493d92a051f0cfa7ad3747690c65892cfaaa86b842dd093a8466834f9536284,"[""367d7efb08c9c4017a04321a256""]","[""bc1qce4766cf2ace4bc19220b42993""]",[1.47814228],[1.47793333],DE,AS60664,0.00020895,P2PKH
2026-02-01T13:45:03Z,40.127.64.28,41590,44.104.34.189,8333,71d9fdcc1dbc6053df5bb56692ee07b53bd838dd43e4e00fd489dedd6e75e1e9,"[""bc1q018e3feb8e324ccca4b89e21c9"", ""bc1qfd7b31fd50114ac7822289d41d""]","[""3af116498e30340d5a981d1a2a2""]","[2.59665612, 2.36044984]",[4.95673986],BR,AS48438,0.0003661,P2SH
2026-02-01T13:49:11Z,46.161.74.42,60989,75.250.11.171,8333,9c9ec62e82f57df9b680a38801ca33b7b3f56842690e717cc1637675cba06124,"[""1026abc4d8ef447c5b5fb7664f0""]","[""1eececbbb3d87417b910c7c8343""]",[1.25908623],[1.25885922],GB,AS30937,0.00022701,P2WSH
2026-02-01T14:00:17Z,139.175.101.144,33683,107.75.162.149,8333,a1bde23e38e612f59d962b8bc49691eee2d3980046a6f0b9aafdffa1647bf7f2,"[""3880e3c479b414c24bb9589c529""]","[""1fa5d6063ce2448f1873fb518b7""]",[1.18640583],[1.18582543],US,AS43542,0.0005804,P2SH
2026-02-01T14:13:33Z,144.110.56.159,54394,192.208.202.207,8333,73cde7205bd71f5d07a301a13b60b7c1bab21cba2c42e18d5ba538ac81fe5742,"[""bc1q498f6cb18e404be9933c65d2bf"", ""13cfcda60910d407095a356a5c2""]","[""bc1qf178e1ec7a8d4fd4bfba2e9a23"", ""1b243f09fd20849f587f516da07""]","[2.68259463, 2.68107977]","[3.12398418, 2.23909591]",BR,AS59219,0.00059431,P2SH
2026-02-01T14:20:06Z,148.158.12.218,62946,120.12.186.12,8333,14eab97ddaf2040cb816faeca13d490307c5676e1cf53f3987afadfa9906a9f6,"[""1a71a23fd570446d0a632ac3f4d"", ""30443ef57571345ddb08d1cffe7""]","[""1a3e46d4f5eb3426c9920ee6398"", ""3df1b0c9d54d64897bff523bbc2""]","[0.46387101, 0.46512136]","[0.32908836, 0.59945324]",NL,AS23777,0.00045077,P2PKH
2026-02-01T14:28:20Z,172.182.79.2,23497,222.91.196.152,8333,f4ceb88ee5da63e902f400a70cb28e237319434b2e89a538db3b03b3d2d3fb0b,"[""bc1qde4e4070b96e4ad6ba5fb6eba8"", ""1e921166b3f444b4697a4ec8e62""]","[""bc1q63a590306d904c86aa3ef4caea"", ""30410510681bf446bb701f2134f""]","[0.93911973, 1.38822038]","[1.46182244, 0.86519145]",US,AS57876,0.00032622,P2WSH
2026-02-01T14:52:14Z,166.24.231.223,42225,28.89.48.49,8333,0c2b6a9c29de52941060ab91cff0280f0c0fb76097a943ea09977d90711cfbaf,"[""bc1q0d0f4964b1824b3c928d00feb9"", ""bc1qfe2b2680ea744a0780d0e972fc""]","[""bc1qf1ded252ba6644b9990d8d6e6b""]","[2.08531711, 1.92923666]",[4.01446498],NG,AS47523,8.879e-05,P2WSH
2026-02-01T15:17:58Z,103.221.103.76,26753,154.171.104.67,8333,5a31fac899771fc8fd59d825377e1ae9e3c1f55895314437e68986b077f2e5cf,"[""17fe99091bc2e4d7fadb5d75ae7""]","[""bc1q452cd1a269c446b0b0e42e3801""]",[0.64060115],[0.64035244],GB,AS42171,0.00024871,P2SH
2026-02-01T15:42:21Z,46.161.74.42,4448,188.27.223.50,8333,ee60b939391a232a923305f7abdf5028f268621a16fcb109aa83041edd27588e,"[""bc1qead87b9db15b47f98b72f6c4d9""]","[""14acf7a4c1db84e1585873060ac""]",[0.19811868],[0.19759594],GB,AS30937,0.00052274,P2PKH
2026-02-01T16:00:44Z,170.97.83.231,39986,222.208.8.198,8333,1dcdc768a64565bb86f64e8d4c789bc1d3029b648bbf9bba433f843833a66c79,"[""3af116498e30340d5a981d1a2a2""]","[""367d7efb08c9c4017a04321a256"", ""bc1q452cd1a269c446b0b0e42e3801""]",[0.70712822],"[0.33019118, 0.37671115]",BR,AS17806,0.00022589,P2WPKH
2026-02-01T16:01:53Z,144.110.56.159,24014,1.80.55.91,8333,e3692dca59f9f73fc3775b10e9004e1a7179b5dc4f94b7b17692d054e716c66c,"[""375d967402a9a4d7f9c9925dcc8""]","[""173e2df1d9cf447b9b5c6db5be3""]",[0.58415411],[0.58377391],BR,AS59219,0.0003802,P2PKH
2026-02-01T16:19:06Z,199.215.112.199,8625,146.9.68.208,8333,577aa8297d1bf69098a3dc1b2566b1fa4fcf91263a830444dcde0babe4e5ef70,"[""bc1qd8df2956b5194f2bb529417f75"", ""1034aa573f3c44f7a9b11b96b91""]","[""14b20fbfeb5504140983f50285d""]","[1.80390081, 0.75263027]",[2.55645216],SG,AS50729,7.892e-05,P2WSH
2026-02-01T16:26:50Z,131.254.222.143,59082,171.193.104.126,8333,89b1c909978f18d2a490dfb65b558a94a40baf6a33ed896b06f4817f2e3bfb99,"[""173e2df1d9cf447b9b5c6db5be3""]","[""bc1qde4e4070b96e4ad6ba5fb6eba8""]",[0.3931086],[0.39299536],IN,AS42932,0.00011324,P2WSH
2026-02-01T16:40:23Z,167.135.174.163,19824,174.77.131.36,8333,4767d8b49dd179f14a984ba0316370e9a9f542e3e0a42b097ef3a3eda2642c57,"[""bc1qa5ac8dc8844c4d21be2acdfd47""]","[""bc1q63a590306d904c86aa3ef4caea""]",[0.91547104],[0.91535993],NG,AS54903,0.00011111,P2WSH
2026-02-01T16:42:40Z,92.94.54.130,6804,58.116.200.186,8333,69a9d3e780fcb7d2b55c51fc560325afddfa7775a4bcc0bf6dd129362062e109,"[""15acafd65d8fb490ca703e78905""]","[""367d7efb08c9c4017a04321a256"", ""bc1q452cd1a269c446b0b0e42e3801""]",[0.76608008],"[0.35342001, 0.4122768]",NL,AS48438,0.00038327,P2WPKH
2026-02-01T16:54:07Z,139.175.101.144,46633,57.116.104.131,8333,ddcbbe738108eed89beffc1fbad21c359dd3fb91e13e128169fee2ac626c1852,"[""bc1q3defad7161cc4e468ef43acf4c""]","[""1034aa573f3c44f7a9b11b96b91""]",[0.033226],[0.03297228],US,AS43542,0.00025372,P2SH
2026-02-01T17:04:58Z,176.203.130.202,58538,63.235.91.7,8333,70c97b062d762d1a8b0b0d8f76df338cc1c41c193f155de628aec04ceb372599,"[""bc1q5938278499c141488156d15386"", ""16dc934aa3f9045818e6075b31c""]","[""bc1qf80202c3c9bf474380b9113cb2""]","[0.84470594, 0.85970611]",[1.70391309],BR,AS48438,0.00049896,P2WSH
